Unnamed: 0,번호,제목,저자,출판사,출판일
,25,A big data framework to validate thermodynamic data for chemical species,"Buerger, Philipp; Akroyd, Jethro; Martin, Jacob W.; Kraft, Markus","Elsevier Science B.V., Amsterdam.",2017
,26,How Big Data Feeds Big Crime,"Wall,  David S.",CURRENT HISTORY,2018
,27,From Big Data to Smart Data for Pharmacovigilance: The Role of Healthcare Databases and Other Emerging Sources,"Trifirò, G.; Sultana, J.; Bate, A.",Springer Science + Business Media,2018
,28,"Open Data: Can It Prevent Research Fraud, Promote Reproducibility, and Enable Big Data Analytics In Clinical Research?","Myers, P. O.","Elsevier Science B.V., Amsterdam.",2015
,29,Unsupervised data analytics in mining big building operational data for energy efficiency enhancement: A review,"Fan, Cheng; Xiao, Fu; Li, Zhengdao; Wang, Jiayuan","Elsevier Science B.V., Amsterdam.",2018
,30,"Intel emerging as key weapon in Afghanistan Big factors are persistence, integration from many sources and ability to control data collection",unknown,MCGRAW-HILL DATA SERVICES,2002
,31,Administrative data: what surgeons should know about big data,"Hong, M. K.; Skandarajah, A. R.; Hayes, I. P.",John Wiley & Sons Ltd,2017
,32,Price/Performance Considerations in Building Data Warehouses for Big Data,"Kutemperor,  Norman T.",The Data Warehouse Institute,2015
,33,A Data Localization Algorithm for Distributing Column Storage System of Big Data,"Ding, J.M.; Jiang, Y.; Wang, Q.X.; Liu, Y.L.; Li, M.J.",TRANS TECH PUBLICATION LTD,2013
,34,How Big Data Applications Are Revolutionizing Decision Making,"Akbay,  Sami",The Data Warehouse Institute,2015
,35,Aviation community is just beginning to understand what can be done with aircraft `big data',unknown,MCGRAW-HILL DATA SERVICES,2015
,36,When big data made the headlines: mining the text of big data coverage in the news media,"Haider, Murtaza; Gandomi, Amir",INDERSCIENCE ENTERPRISES LTD,2021
,37,Editorial: -Big data- and data sharing,"Hand, D. J.",Wiley-Blackwell,2016
,38,To mulch or to munch? Big modelling of big data,"Rodriguez, D; de Voil, P; Rufino, MC; Odendo, M; van Wijk, MT","Elsevier Science B.V., Amsterdam.",2017
,39,The Big Picture: Big Data and Privacy,"Lazar, N.",Taylor and Francis,2015
,40,"General Electric CEO discusses big data, disruptive technologies, climate change, electric propulsion",unknown,MCGRAW-HILL DATA SERVICES,2017
,41,Rethinking data‐driven decision support in flood risk management for a big data age,"Towe, Ross; Dean, Graham; Edwards, Liz; Nundloll, Vatsala; Blair, Gordon; Lamb, Rob; Hankin, Barry; Manson, Susan",John Wiley & Sons Ltd,2020
,42,Forget 'Big Data ' Beware 'Little Data',"Dumenco, Simon","Crain Communications, Inc.",2014
,43,Is Big Data a Big Deal for Applied Microeconomics?,"Shapiro,  Jesse M.",Cambridge University Press,2017
,44,"Neuroscience: Big brain, big data","Landhuis, E.",Nature Publishing Group,2017
,45,How ‘big data’ can make big impact: Findings from a systematic review and a longitudinal case study,"Fosso Wamba, S.; Akter, S.; Edwards, A.; Chopin, G.; Gnanzou, D.","Elsevier Science B.V., Amsterdam.",2015
,46,A big data approach for logistics trajectory discovery from RFID-enabled production data,"Zhong, R. Y.; Huang, G. Q.; Lan, S.; Dai, Q. Y.; Chen, X.; Zhang, T.","Elsevier Science B.V., Amsterdam.",2015
,47,Using ``Big Data'' Versus Alternative Measures of Aggregate Data to Predict the U.S. 2016 Presidential Election,"Ma-Kellams, Christine; Bishop, Brianna; Zhang, Mei Fong; Villagrana, Brian",PERCEPTUAL AND MOTOR SKILLS,2018
,48,"Internet Data Analysis Methodology for Cyberterrorism Vocabulary Detection, Combining Techniques of Big Data Analytics, NLP and Semantic Web","Castillo-Zúñiga, Iván; Luna-Rosas, Francisco Javier; Rodríguez-Martínez, Laura C.; Muñoz-Arteaga, Jaime; López-Veyna, Jaime Iván; Rodríguez-Díaz, Mario A.",IDEA GROUP PUBLISHING,2020
,49,Best Practices for Turning Big Data into Big Insights,"Lopez, J.A.",The Data Warehouse Institute,2012
,50,Exploring Big Data: The Next Big Thing in Innovation,unknown,INDUSTRIAL RESEARCH INSTITUTE INC,2013
,51,A Big Data-Enabled Consolidated Framework for Energy Efficient Software Defined Data Centers in IoT Setups,unknown,IEEE,2020
,52,Toward Big Data–Driven Treatment Planning: Volumetric Modulated Arc Therapy/Intensity Modulated Radiation Therapy Inverse Planning Autopiloted by Population-Based Prior Data,"Wang, H.; Xing, L.","Elsevier Science B.V., Amsterdam.",2016
,53,A Big Data Test-bed for Analyzing Data Generated by an Air Pollution Sensor Network,"Ríos,  Lídice García; Diéguez,  José Alberto Incera",IGI Publishing,2016
,54,Using Big Data to Combat Fraud: More organizations are thinking big - employing new approaches to convert volumes of information available into useful insight and real action,"Griffin, R.",FINANCIAL EXECUTIVES INSTITUTE,2012
,55,From Big Data to Deep Data to Support People Analytics for Employee Attrition Prediction,"Yahia, Nesrine Ben; Hlel, Jihen; Colomo-Palacios, Ricardo",IEEE,2021
,56,Connecting big data to big insights,"Shrestha,  Rasu",APPLIED RADIOLOGY,2016
,57,From big data to rich data: The key features of athlete wheelchair mobility performance,"van der Slikke, R. M.; Berger, M. A.; Bregman, D. J.; Veeger, H. E.","Elsevier Science B.V., Amsterdam.",2016
,58,Digital Data Streams: Creating Value from the Real-Time Flow of Big Data,"Pigni,  Federico; Piccoli,  Gabriele; Watson,  Richard",UNIVERSITY OF CALIFORNIA,2016
,59,WRANGLING `BIG DATA' FOR B-TO-B Why smaller media companies need to join the data party,unknown,PRIMEDIA,2013
,60,A DATA LAB RAT IN THE BIG CITY: WHY DATA TRACKERS COULDN'TTRAP THIS CITY DWELLER,"Kaye, Kate","Crain Communications, Inc.",2014
,61,A Big Data Provenance Model for Data Security Supervision Based on PROV-DM Model,unknown,IEEE,2020
,62,How big data reveals the little things that matter. Online profiling tools can create connected data that lets you see your target market as human beings and not just numbers says YouGov's Freddie Savers,"Savers, F.",CENTAUR MEDIA PLC,2014
,63,Excessive data collection: Privacy considerations and abuse of dominance in the era of big data,Viktoria H.S.E. Robertson,Stevens,2020
,64,The Big To Do About “Big Data”,"Schilling, P. L.; Bozic, K. J.",LIPPINCOTT WILLIAMS & WILKINS,2014
,65,SIFTING BIG DATA New data systems smooth the way for E&amp;P analysts,unknown,HART PUBLICATIONS INC.,2013
,66,From Big Data to Big Artificial Intelligence?,"Kersting, K.; Meyer, U.",Springer Science + Business Media,2018
,67,Using Big Data to See the Big Picture in Sepsis*,"Savel, Richard H.; Shiloh, Ariel L.; Simon, Ronald J.; Kupfer, Yizhak",Lippincott Williams and Wilkins,2018
,68,"Tell Data from Meta: Tracing the Origins of Big Data, Bibliometrics, and the OPAC","Krajewski, Markus",THE UNIVERSITY OF CHICAGO PRESS,2017
,69,THINKING REALLY BIG ABOUT DATA,"Hagland, M.","HEALTH DATA ANALYSIS, INC.",2013
,70,"Small Sats, Big Data",unknown,MCGRAW-HILL DATA SERVICES,2018
,71,Augmenting Data Warehouses with Big Data,"Jukić, Nenad; Sharma, Abhishek; Nestorov, Svetlozar; Jukić, Boris",AUERBACH PUBLISHERS INC,2015
,72,Prescription Data in Australia: How Useful is this 'Big' Data?,"Kim, H; Calcino, L; Calcino, G","Elsevier Science B.V., Amsterdam",2016
,73,Context-aware data quality assessment for big data,"Ardagna, Danilo; Cappiello, Cinzia; Samá, Walter; Vitali, Monica","Elsevier Science B.V., Amsterdam.",2018
,74,Benchmarking big data architectures for social networks data processing using public cloud platforms,"Persico, Valerio; Pescapé, Antonio; Picariello, Antonio; Sperlí, Giancarlo","Elsevier Science B.V., Amsterdam.",2018
,75,The big data public and its problems: Big data and the structural transformation of the public sphere,Tauel Harper,Sage Publications,2017
,76,Digital Data Grows into Big Data,"Kemelor, P.",IEEE,2015
,77,"Surprisingly big linker-dependence of activity and selectivity in CO2 reduction by an iridium(i) pincer complexElectronic supplementary information (ESI) available: Experimental details; cyclic voltammetry, UV-Vis spectra, and FT-IR spectra of complex 3-N, 3-C, and 3-O; XRD of complex 3-N and 3-O. Foot-of-wave analysis and kinetic analysis of 3-N; SEM, EDS, and XPS analysis of activated surface; calculation details and results; crystal data of 3-N; and crystal data of 3-O. CCDC 2001541 and 2001542. For ESI and crystallographic data in CIF or other electronic format see DOI: 10.1039/d0cc03207g","HuThese authors contributed equally to this work., Gongfang; Jiang, Jianbing ""Jimmy""; Kelly, H. Ray; Matula, Adam J.; Wu, Yueshen; Romano, Neyen; Mercado, Brandon Q.; Wang, Hailiang; Batista, Victor S.; Crabtree, Robert H.; Brudvig, Gary W.",Royal Society of Chemistry,2020
,78,Bridging data-capacity gap in big data storage,"Bhat, Wasim Ahmad","Elsevier Science B.V., Amsterdam.",2018
,79,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer InsightC.Strong, 2015London, Kogan Page224 pp., £19.99 ISBN 978‐0‐749‐47211‐5","Dietz, Sebastian",John Wiley & Sons Ltd,2018
,80,Harnessing Big Data: A Methodological Approach to Linking Electronic Health Records with Patient-Reported Survey Data,"Liebert, R; Lee, LK; Jaffe, DH; Doane, MJ; Haskell, T","Elsevier Science B.V., Amsterdam",2018
,81,A Data-Driven Decision Making with Big Data Analysis on DNS Log,"Jung,  Euihyun",Springer,2017
,82,From Big Data to Big Service,"Xu, X.; Sheng, Q. Z.; Zhang, L. J.; Fan, Y.; Dustdar, S.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,83,"Topological data analysis: A promising big data exploration tool in biology, analytical chemistry and physical chemistry","Offroy, M.; Duponchel, L.","Elsevier Science B.V., Amsterdam.",2016
,84,The Big Picture: Divide and Combine to Conquer Big Data,"Lazar, Nicole",Taylor and Francis,2018
,85,Traditional Data Warehousing Meets Big Data: What Does It Mean for the Enterprise?,"Johnson, R.; Zahavi, R.",CUTTER INFORMATION CORP.,2012
,86,Handling Big Data in Astronomy and Astrophysics: Rich Structured Queries on Replicated Cloud Data with XtreemFS,"Enke, H.; Partl, A.; Reinefeld, A.; Schintke, F.",SPRINGER,2012
,87,"The data confirm it: Traffic holds the key Big network airlines would gain more revenue-if not profits-from a rebound in RPMs, not yields",unknown,MCGRAW-HILL DATA SERVICES,2002
,88,"Clean data, clean profit Big cost savings and improved return on investment are just two of the benefits of cleaning up your data and making sure it stays that way",unknown,UNKNOWN,2004
,89,"(11a) Data Visualization Connecting Big Data to Integrate Every Level of the Organization- Messaging, Action and Opportunities!","DeGiovanni, John",American Institute of Chemical Engineers,2017
,90,FROM BIG DATA TO SMART DATA: THE ROLE OF METABOLOMICS IN GENERATING ACTIONABLE KNOWLEDGE IN ALZHEIMER'S DISEASE FOR PERSONALIZED TREATMENT,"Geerts, Hugo",ELSEVIER SCIENCE B.V. AMSTERDAM,2017
,91,"Statistik, Data Science und Big Data","Kauermann, G. r.; Küchenhoff, H.",Springer Science + Business Media,2016
,92,The Big Deal About Big Data,"Arnold, E.",LEARNED INFORMATION INC,2012
,93,The Big Picture Divide and Combine to Conquer Big Data,"Lazar, Nicole",Taylor and Francis,2018
,94,Model-Based Big Data Analytics-as-a-Service: Take Big Data to the Next Level,"Ardagna, Claudio Agostino; Bellandi, Valerio; Bezzi, Michele; Ceravolo, Paolo; Damiani, Ernesto; Hebert, Cedric",Institute of Electrical & Electronics Engineers,2021
,95,Creating Big Data Pipelines Using Azure Data Lake and Azure Data Factory,"Malhotra,  Gaurav",CMP MEDIA LLC,2016
,96,Regulating big data. The guidelines of the Council of Europe in the context of the European data protection framework,"Mantelero, Alessandro","Elsevier Science B.V., Amsterdam",2017
,97,What's the big idea? Data linkage,"Harron, Katie","John Wiley & Sons, Ltd",2021
,98,Probabilistic data structures for big data analytics: A comprehensive review,"Singh, Amritpal; Garg, Sahil; Kaur, Ravneet; Batra, Shalini; Kumar, Neeraj; Zomaya, Albert Y.","Elsevier Science B.V., Amsterdam.",2020
,99,"Considering Data Quality for Data Science, Predictive Analytics, and Big Data Applications in Supply Chain Management","Hazen, B.; Boone, C.; Ezell, J.; Jones-Farmer, L.A.",Logan; Western Decision Sciences Institute,2014
,100,SeQual: Big Data Tool to Perform Quality Control and Data Preprocessing of Large NGS Datasets,"Exposito, Roberto R.; Galego-Torreiro, Roi; Gonzalez-Dominguez, Jorge",IEEE,2020
,1,"Preventing Big Data Pains for Precision Medicine The prescription is a cybersecurity plan that covers all smart, connected devices to safeguard patient privacy and data integrity","Domas,  Stephanie; McMillan,  Nancy",AFCEA ARMED FORCES COMMUNICATIONS AND,2017
,2,"Your data in their hands: big data, mass surveillance and privacy","Ring, Tim","Elsevier Science B.V., Amsterdam.",2016
,3,Reversible Data Hiding and Smart Multimedia Computing Using Big Data in Remote Sensing Systems,"Malik, Rahul; Khamparia, Aditya; Garg, Sahil; Gupta, Deepak; Choi, Bong Jun; Hossain, M. Shamim",IEEE,2020
,4,A Data Quality in Use Model for Big Data,"Caballero, I.; Serrano, M.; Piattini, M.",SPRINGER-VERLAG,2014
,5,Making big sense from big data in toxicology by read-across,Thomas Hartung,Altex,2016
,6,WHAT DATA SAYS ABOUT US What are we learning from the vast ocean of data? Truths about our measured world and our measured selves. Excerpted from The Human Face of Big Data,"Smolan, R.; Erwitt, J.",TIME INC,2012
,7,"A data-driven revolution The Internet of Things, big data, data analytics, and cloud computing can be used to create platform-independent advanced process control solutions to help industry optimize operations","Domínguez,  Luis; Kumar,  S. Mohan; Gallestey,  Eduardo; Saynevirta,  Simo",ISA INSTRUMENT SOCIETY OF AMERICA,2017
,8,A data colocation grid framework for big data medical image processing: backend design [10579-7],unknown,The Society,2018
,9,Prescription Data in Australia: How Useful is this ‘Big' Data?,"Kim, H.; Calcino, L.; Calcino, G.","Elsevier Science B.V., Amsterdam",2016
,10,DLFT: Data and Layout Aware Fault Tolerance Framework for Big Data Transfer Systems,"Kasu, Preethika; Hamandawana, Prince; Chung, Tae-Sun",IEEE,2021
,11,Unstructured Data Service Model Utilizing Context-Aware Big Data Analysis,"Kim,  Yonghoon; Chung,  Mokdong",Springer,2016
,12,"Applying big data to improve care The research collaborative OptumLabs is analyzing data to help its members gain a competitive advantage in strategies, services and products","Evans,  Melanie",CRAIN COMMUNICATIONS INC.,2015
,13,Small data in the era of big data,"Kitchin, R.; Lauriault, T. P.",Springer Science + Business Media,2015
,14,Fire Up Your Social Media Strategy with Big Data Analytics,"Hiltbrand,  Troy",The Data Warehouse Institute,2015
,15,Making big data open: data sharing in neuroimaging,"Poldrack, R. A.; Gorgolewski, K. J.",Nature Publishing Group,2014
,16,Optimizing Read-Once Data Flow in Big-Data Applications,"Morad, T. Y.; Shomron, G.; Erez, M.; Kolodny, A.; Weiser, U. C.",IEEE Computer Society,2017
,17,EDITORIAL - Big Data Equals Big Challenges for Prostate Cancer,"Gomella,  Leonard G.",CANADIAN UROLOGICAL ASSOCIATION,2016
,18,INTRODUCTION The big deal about big data,"Richards,  Caroline",RUSSELL PUBLISHING LTD,2015
,19,Using small data to interpret big data: 311 reports as individual contributions to informal social control in urban neighborhoods,"O'Brien, D. T.","Elsevier Science B.V., Amsterdam",2016
,20,SmallClient for big data: an indexing framework towards fast data retrieval,"Siddiqa, A.",Springer Science + Business Media,2017
,21,SPE-173445-MS The Data Reservoir: How Big Data Technologies Advance Data Management and Analytics in E&P,"Brulé, M. R.","Curran Assoxiates, Inc",2015
,22,What's the big fuss about `big data'?,"Pope, C.; Halford, S.; Tinati, R.; Weal, M.",Royal Society of Medicine Press,2014
,23,What's the Big Deal About Big Data?,"Dutton, G.",LAKEWOOD PUBLICATIONS INC,2014
,24,Biobanking with Big Data: A Need for Developing “Big Data Metrics”,unknown,Mary Ann Leibert Inc.,2016
,25,"Seeing the Big Picture Lensless cameras and other advances in digital imaging, computational optics, signal processing, and big data are transforming how we think about photography","Greengard, S.",ACM ASSOCIATION FOR COMPUTING MACHINERY,2013
,26,"Drowning in data Research is generating vast quantities of data, but the big question is what to do with it to get results",unknown,MORGAN GRAMPIAN,2015
,27,Menopause and big data: Word Adjacency Graph modeling of menopause-related ChaCha data,"Carpenter, Janet S.; Groves, Doyle; Chen, Chen X.; Otte, Julie L.; Miller, Wendy R.",Lippincott Williams and Wilkins,2017
,28,Online Spotlight Big Data Ain't So Big,"Bates,  Mary Ellen",Information Today,2017
,29,A Bespoke Big Data/Visual Analytics Solution for Treatment Pathway Analysis and Visualization Using Healthcare Data,"Eslava,  Sergio; Cai,  Zhaohui J.; Golde,  Saar; Yang,  Fei",American Medical Informatics Association,2016
,30,"Busting the big data myths. A backlash against `big data' has led to questions about whether it is overrated, but Bright North's Rob Hick believes it does offer opportunities and provides pointers on how to make the most of them","Hick, R.",CENTAUR MEDIA PLC,2014
,31,Spatial urban data system: A cloud-enabled big data infrastructure for social and economic urban analytics,"Anejionu, Obinna C.D.; Thakuriah, Piyushimita (Vonu); McHugh, Andrew; Sun, Yeran; McArthur, David; Mason, Phil; Walpole, Rod","Elsevier Science B.V., Amsterdam.",2019
,32,What's the Big Deal About Big Data?,"Sherman, C.",Information Today,2014
,33,"Toward Community-Driven Big Open Brain Science: Open Big Data and Tools for Structure, Function, and Genetics","Charles, Adam S.; Falk, Benjamin; Turner, Nicholas; Pereira, Talmo D.; Tward, Daniel; Pedigo, Benjamin D.; Chung, Jaewon; Burns, Randal; Ghosh, Satrajit S.; Kebschull, Justus M.",ANNUAL REVIEWS INC,2020
,34,32.1 CREATING BIG VALUE WITH BIG DATA: PRELIMINARY RESULTS,"Hagoort, K.; Deschamps, P.; Scheepers, F. E.",Elsevier,2016
,35,Taking a ‘Big Data’ approach to data quality in a citizen science project,"Kelling, S.; Fink, D.; Sorte, F. A.; Johnston, A.; Bruns, N. E.; Hochachka, W. M.",ROYAL SWEDISH ACADEMY OF SCIENCES,2015
,36,ARCHIVES Hard data Scientific databases need to stay relevant in the age of big data,unknown,Nature Publishing Group,2014
,37,Self-interest and data protection drive the adoption and moral acceptability of big data technologies: A conjoint analysis approach,"Kodapanakkal, Rabia I.; Brandt, Mark J.; Kogler, Christoph; van Beest, Ilja","Elsevier Science B.V., Amsterdam.",2020
,38,Toward a big data approach for indexing encrypted data in Cloud Computing,"Kaci, Abdellah; Bouabana‐Tebibel, Thouraya; Rachedi, Abderrezak; Yahiaoui, Chafia",John Wiley & Sons Ltd,2019
,39,These Are Big Days For Big Data,unknown,RODMAN PUBLISHING CORP,2014
,40,"Mapping the Big Data Landscape: Technologies, Platforms and Paradigms for Real-Time Analytics of Data Streams","Dubuc, Timothee; Stahl, Frederic; Roesch, Etienne B.",IEEE,2021
,41,Disaggregating asthma: Big investigation versus big data,"Belgrave, Danielle; Henderson, John; Simpson, Angela; Buchan, Iain; Bishop, Christopher; Custovic, Adnan","Elsevier Science B.V., Amsterdam",2017
,42,A Novel Data-Driven Situation Awareness Approach for Future Grids&#x2014;Using Large Random Matrices for Big Data Modeling,"He, Xing; Chu, Lei; Qiu, Robert Caiming; Ai, Qian; Ling, Zenan",IEEE,2018
,43,Clinical Trial Data as Public Goods: Fair Trade and the Virtual Knowledge Bank as a Solution to the Free Rider Problem - A Framework for the Promotion of Innovation by Facilitation of Clinical Trial Data Sharing among Biopharmaceutical Companies in the Era of Omics and Big Data,"Evangelatos, Nikolaos; Reumann, Matthias; Lehrach, Hans; Brand, Angela",S.Karger A.G.,2016
,44,Integration of Data on Substance Properties Using Big Data Technologies and Domain-Specific Ontologies,"Erkimbaev, Adilbek; Zitserman, Vladimir; Kobzev, Georgii; Kosinov, Andrey",Springer,2017
,45,Publicly Available Data and Pediatric Mental Health: Leveraging Big Data to Answer Big Questions for Children,"Blair, L. M.","Elsevier Science B.V., Amsterdam",2016
,46,Monitoring laboratory data across manufacturers and laboratories-A prerequisite to make ''Big Data'' work,"Goossens, K.; Van Uytfanghe, K.; Twomey, P. J.; Thienpont, L. M.; Participating, L.","Elsevier Science B.V., Amsterdam.",2015
,47,"Systems Thinking, Big Data, and Data Protection Law Using Ackoff's Interactive Planning to Respond to Emergent Policy Challenges","Pearce,  Henry","Aspen Publishers, Inc.",2016
,48,Introduction to Big Data: Scalable Representation and Analytics for Data Science Minitrack,"Kaisler, S.; Armour, F.; Espinosa, A.",IEEE,2013
,49,From the Editors—Big Data and Data Science Methods for Management Research,"George,  Gerard; Osinga,  Ernst C.; Lavie,  Dovev; Scott,  Brent A.",ACADEMY OF MANAGEMENT,2016
,50,Achieving secure big data collection based on trust evaluation and true data discovery,"Lv, Denglong; Zhu, Shibing","Elsevier Science B.V., Amsterdam.",2020
,51,What Can Big Data Tell Us About Health?: Finding Gold Through Data Mining,"Mertz, L.",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2016
,52,What makes `big data' different from `regular data' within radiology? The easiest answer: when it no longer fits into Excel! [9418-4],unknown,The Society,2015
,53,Review on Data Partitioning Strategies in Big Data Environment,A. A. Haneen ; A. Noraziah ; Ritu Gupta ; Mohammed Adam Ibrahim Fakherldin,American Scientific Publishers,2017
,54,"What's the big idea? ""Big Data"" and its origins","Diebold, Francis X.","John Wiley & Sons, Ltd",2021
,55,"Pitfalls in big data analysis: next-generation technologies, last-generation data","Lau, Susanna K.P.; Woo, Patrick C.Y.","Elsevier Science B.V., Amsterdam.",2019
,56,"Hugo Rifkind Big money, big data",unknown,THE SPECTATOR LTD,2017
,57,Guest Editorial Big Security Challenges in Big Data Era,"Li, H.; Lu, R.; Misic, J.",IEEE,2017
,58,Dynamic remote data auditing for securing big data storage in cloud computing,"Sookhak, Mehdi; Gani, Abdullah; Khan, Muhammad Khurram; Buyya, Rajkumar","Elsevier Science B.V., Amsterdam.",2017
,59,Sparse p-adic data coding for computationally efficient and effective big data analytics,"Murtagh, F.",SPRINGER,2016
,60,COVER STORY: Big promise and big challenges for big health care data,"Coffron,  Matthew; Opelka,  Frank",THE AMERICAN COLLEGE OF SURGEONS,2015
,61,When is big data big enough? Implications of using GPS-based surveys for travel demand analysis,"Vij, A.; Shankari, K.","Elsevier Science B.V., Amsterdam.",2015
,62,A distributed big data storage and data mining framework for solar-generated electricity quantity forecasting [8333-45],"Wang, J.; Chen, Y.; Hua, R.; Wang, P.; Fu, J.",International Society for Optical Engineering; 1999,2012
,63,A spark‐based big data analysis framework for real‐time sentiment prediction on streaming data,"Kılınç, Deniz","John Wiley & Sons, Ltd",2019
,64,Reining in Big Data Semantic databases may be the tools banks need to harness big data's potential,unknown,MILLER FREEMAN INC,2012
,65,Preparing a data scientist: a pedagogic experience in designing a big data analytics course,"Asamoah, Daniel Adomako; Sharda, Ramesh; Hassan Zadeh, Amir; Kalgotra, Pankush",Wiley-Blackwell,2017
,66,Hadoop's Next Big Data Act: The NoSQL database HBase is adept with large volumes of data,unknown,"CMP PUBLICATIONS, INC.",2012
,67,Making the data connection Big gaps remain in sharing data between retail clinics and health systems,unknown,CRAIN COMMUNICATIONS INC.,2014
,68,"Interoperability in Big, Open, and Linked Data--Organizational Maturity, Capabilities, and Data Portfolios","Janssen, M.; Estevez, E.; Janowski, T.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2014
,69,"New Directions: Data Management, Big Data and Librarians","Sawnhney, S.C.",ALISS,2014
,70,FDM: Fuzzy-Optimized Data Management Technique for Improving Big Data Analytics,"Manogaran, Gunasekaran; Shakeel, P. Mohamed; Baskar, S.; Hsu, Ching-Hsien; Kadry, Seifedine Nimer; Sundarasekar, Revathi; Kumar, Priyan Malarvizhi; Muthu, Bala Anand",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2020
,71,"Dazzled by data: Big Data, the census and urban geography","Shearmur, Richard",Taylor and Francis,2015
,72,The Accidental Data Scientist: Big Data Applications and Opportunities for Librarians and Information Professionals by Amy Affelt,"Goins, Meredith P.",Taylor & Francis,2015
,73,Answering the Big Questions Defining big data - and the ways to harness the information for success,unknown,NATIONAL RETAIL FEDERATION,2014
,74,The Accidental Data Scientist: Big Data Applications and Opportunities for Librarians and Information Professionals,unknown,GUILDHALL PRINT,2016
,75,Augmenting a Data Warehousing Curriculum with Emerging Big Data Technologies,"Kotzé,  Eduan",Springer,2017
,76,PCN296 - BIG DATA ANALYSIS OF CANCER TREATMENT IN GERMANY - MAPPING OF TREATMENT LANDSCAPE BASED ON A GERMAN STATUTORY HEALTH INSURANCE (SHI) CLAIMS DATA ANALYSIS,"May, M.; Schellong, S.; Bruchhausen, Y.; Kretzschmar, A.; Riess, H.","Elsevier Science B.V., Amsterdam",2018
,77,Is a Data-Capacity Gap Inevitable in Big Data Storage?,"Bhat, Wasim Ahmad",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2018
,78,"Space for big data There are many satellites in orbit, but what you do with the data that bounces down from space? The Satellite Applications Catapult wants companies to exploit this huge potential market",unknown,FINDLAY PUBLICATIONS LTD,2014
,79,Carpool for Big Data: Enabling Efficient Crowd Cooperation in Data Market for Pervasive AI,"Shi, Qian; Chen, Xu",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2020
,80,"A Master Data Management Solution to Unlock the Value of Big Infrastructure Data for Smart, Sustainable and Resilient City Planning","Ng, S. Thomas; Xu, Frank J.; Yang, Yifan; Lu, Mengxue","Elsevier Science B.V., Amsterdam",2017
,81,MPTCP Meets Big Data: Customizing Transmission Strategy for Various Data Flows,"Xing, Yitao; Han, Jiangping; Xue, Kaiping; Liu, Jianqing; Pan, Miao; Hong, Peilin",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2020
,82,Impact of big data analytics on individuals and the South Korean big data analytics market,"Hameed, Tahir",Taylor & Francis,2016
,83,Time-Frequency Social Data Analytics for Understanding Social Big Data,"Nguyen, D.T.; Hwang, D.; Jung, J.J.",Springer Science,2015
,84,Overcoming the data drought: exploring general practice in Australia by network analysis of big data,"Tran, Bich",AUSTRALASIAN MEDICAL PUBLISHING COMPANY LTD,2018
,85,Guest Editorial: Behavioral-Data Mining in Information Systems and the Big Data Era,"Boratto, Ludovico; Carta, Salvatore; Kaltenbrunner, Andreas; Manca, Matteo",Springer Nature,2018
,86,Schema Theory-Based Data Engineering in Gene Expression Programming for Big Data Analytics,"Huang, Z.; Li, M.; Chousidis, C.; Mousavi, A.; Jiang, C.",IEEE,2018
,87,Review and big data perspectives on robust data mining approaches for industrial process modeling with outliers and missing data,"Zhu, Jinlin; Ge, Zhiqiang; Song, Zhihuan; Gao, Furong","Elsevier Science B.V., Amsterdam.",2018
,88,What's the Big Deal About Big Data Loss (Actually Theft)?,"Cohen, Fred",Taylor & Francis,2017
,89,"Little Teams, Big Data: Big Data Provides New Opportunities for Teams Theory",Dorothy R. Carter; Raquel Asencio; Amy Wax; Leslie A. DeChurch; Noshir S. Contractor,Blackwell Pub.,2015
,90,"Everybody lies: Big data, new data and what the internet can tell us about who we really are, by SethStephens‐Davidowitz. New York: HarperCollins, 2017, 338 pp.","Sussman, Lisa","John Wiley & Sons, Ltd",2019
,91,"Symposium review: Big data, big predictions: Utilizing milk Fourier-transform infrared and genomics to improve hyperketonemia management","Pralle, R.S.; White, H.M.","Elsevier Science B.V., Amsterdam",2020
,92,Why the Big Buzz about Big Data?,"Lee, P.",SOCIETY FOR COMPUTERS AND LAW,2012
,93,Four Health Data Networks Illustrate The Potential For A Shared National Multipurpose Big-Data Network,"Curtis, L.H.; Brown, J.; Platt, R.",PROJECT HOPE,2014
,94,Biology: The big challenges of big data,"Marx, V.",Nature Publishing Group,2013
,95,Processes Meet Big Data: Connecting Data Science with Process Science,"van der Aalst, W.; Damiani, E.",Institute of Electrical & Electronics Engineers,2015
,96,Enabling Smart Data: Noise filtering in Big Data classification,"García-Gil, Diego; Luengo, Julián; García, Salvador; Herrera, Francisco","Elsevier Science B.V., Amsterdam.",2019
,97,The healthcare data gold rush Service providers look set to benefit in the world of Big Data,unknown,Informa Healthcare,2012
